Reference,Story,"Bible stories, for the use of children",Dear Old Stories Told Once More,The Children's Bible Picture-Book,Bible stories for little children,The School and Children's Bible,The Children's Bible History,The Children of the Bible,"The Bible for Children
",Kindergarten Bible Stories: The Old Testament Adapted for Little Children,"""Tell Me a True Story"": Tales of Bible Heroes for the Children of To-day",Bible Stories for Primary Classes: Old Testament,Bible stories: King Saul to the Babylonian exile,The Children's Bible: Selections from the Old and New Testaments,Bible Stories Coloring Book,Child's Story Bible,A Child's Bible: Old Testament and New Testament,Bible Stories by Patricia Hunt,My Bible Story Book,The Children's Story Bible,The Toddlers Bible,Snip-and-tell Bible Stories,The Preschoolers Bible,The Children's Bible in 365 Stories,Bible Heroes,Everlasting Stories: A Family Bible Treasury,The Bible for Children,Big Picture Story Bible,My First Read and Learn Bible,The Beginner's Bible,Hurlbut's Story of the Bible,Jesus Storybook Bible,The Children's Bible,Children's stories from the Bible
Numbers 21:21-35,Defeat of Sihon and Og,,,,,,"""",,,,,"Korah, Dathan, and Abiram",,,,God gives victory,King Balek Sends Messengers,,,,,,,,,,,,,,,,,
Numbers 22-24,Balaam,,,,,Balak and Balaam,"Balaam, the Disobedient Prophet",,Balak And Balaam,,,,,,Balaam's blessing,Balaam displeases a frightened king,The Angel Bars King Balaam's Way,,A donkey talks,,,A donkey who talked,,Balaam and his donkey,,,,,,,What a Wise Man Learned from an Ass,,Balaam's Donkey,
Numbers 26,Numbering the Israelites Again,,,,,,,,The Israelites Numbered The Second Time,,,,,,,,,,God's people sin again,,,,,,,,,,,,,,,
Deuteronomy 34,Moses' death,,,,,The song of Moses // The blessing of Moses // The death of Moses,The End of Moses' Career,,The Death Of Moses,The Last Days Of Moses,,,,,,The last days of Moses,Moses Sees Canaan,,God calls Moses home,,,,,Moses says goodbye // The new leader,,The death of Moses,Moses sees the promised land // Israel's new leader,,,,How Moses Looked Upon the Promised Land,,,
Joshua 1,Joshua becomes leader,,,,,God appoints Joshua and promises to assist him,,,,,Joshua the Soldier,,,,,,,,,,,,,,,,,,,,,,,
Joshua 2,Rahab and the spies,,,,,,Joshua' the Leader in Israel,,Rahab Conceals The Spies,The Spies Sent By Joshua,,,,,,Canaan at last,The Spies Escape,,Rahab helps God's people,Rahab and the spies,,,,Secret mission // The red cord,,Spies!,Rahab and the spies,,,,The Story of a Scarlet Cord,,Rahab and the Spies,Rahab and the spies
Joshua 3,Crossing the Jordan,The Promised Land,,,,"Joshua crosses the river Jordan, which is driven back before the ark",,,The Israelites Pass Over Jordan,Crossing The Jordan,,Joshua: crossing the Jordan,,,,"""",,,A path through the river,,,,,Across the river Jordan,,Into Canaan,,,,,How the River Jordan Became Dry and the Walls of Jericho Fell Down,,,
Joshua 4 ,Stone memorial,,,,,The memorial of the twelve stones,,,,,,,,,,,,,"""",,,,,,,,,,,,"""",,,
Joshua 5:13-15,Captain of the Lord's Host,,,,,The Captain of the Lord's host,,,,,,,,,,,The Lord's Captain,,"""",,,,,,,,,,,,"""",,,
Joshua 6,Capture of Jericho,"Joshua, the Leader of the Armies of Israel",,Joshua at Jericho,,The fall of Jericho,,,The Siege Of Jericho,The Taking Of Jericho,,Joshua: the fall of Jericho,,,Joshua at Jericho,A victory and a defeat,Rahab's Rescue,The fall of Jericho,The walls of Jericho,,The walls of Jericho,The walls that fell,Joshua fights for Jericho,Strange orders // The walls fall down,,The battle of Jericho,The battle of Jericho,"""",,The Battle of Jericho,"""",The warrior leader,The Battle of Jericho,The walls of Jericho
Joshua 7,Achan's sin,,,,,,,,The Trespass Of Achan,The Israelites In Canaan,,,,,,"""",,,God punishes a thief,,,,,,,,,,,,The Story of a Wedge of Gold,,,
Joshua 8:1-29,Victory over Ai,,,,,,,,The Capture Of Ai,,,,,,,How trickery overthrew Ai and saved Gibeon,The Capture of Ai,,,,,,,,,,God's leader,,,,How Joshua Conquered the Land of Canaan,,,
Joshua 9,The Gibeonites trick the Israelites,,,,,,,,The Craft Of The Gibeonites,,,,,,,,,,Joshua is fooled by his neighbors,,,,,,,,,,,,"""",,,
Joshua 10,The sun stops,,,,,Defeat of the five kings of the Amorites,,,Joshua Conquers The Kings Of Canaan,,,,,,,When night was late,The Sun and the Moon Stand Still,,,,,The day the sun stood still,,"Sun, stand still!'",,,Following God,,,,"""",,,
Joshua 13-20,Dividing the land,,,,Cities of refuge,,,,Joshua Divides The Land,,,,,,,Dividing the land,The Five Kings,,Dividing the land and Joshua's farewell,,,,,Sharing out the land,,,,,,,The Old Man Who Fought Against the Giants // The Avenger of Blood and the Cities of Refuge,,,
Joshua 23,Joshua's address to the princes of Israel,,,,,,,,The People Renew The Covenant,,,,,,,,,,"""",,,,,,,,,,,,"""",,,
Joshua 24,Address and death of Joshua,,,,,The last words and death of Joshua,,,,,,,,,,,,,"""",,,,,,,,,,,,The Story of an Altar beside the River,,,
Judges 1-2,,,,,,,,,The Israelites Forsake God,,,,,,,,,,Israel ruled by judges,,,,,Trouble  ,,,The judges,,,,,,,
Judges 3:12-30,Ehud,,,,,,,,,,,,,,,Judges rule Israel,,,Ehud and Shamgar save Israel,,,,,"Ehud, the left-handed",,,,,,,The Present That Ehud Brought to King Eglon,,,
Judges 4,Deborah and Barak,,,,,Deborah and Barak deliver Israel from Jabin king of Canaan // The song of Deborah,,,Deborah And Barak Deliver Israel,,,,,,,How death came to Sisera,The Battle with Sisera,,"Deborah the Judge, and Barak the Captain",,,,,Deborah and Barak // Hammer and tentpeg,,,Two brave women,,,Deborah Leads the Way,How a Woman Won a Great Victory,,,
Judges 6,Gideon's call,,,,,,Gideon and Jephthah,,,Gideon Chosen As A Leader,,,,,Gideon,God appears to Gideon,Gideon's Father Speaks for Him,Gideon,Gideon and the Angel,,,,,The unwilling hero // Gideon makes sure // Secret mission,,,An unlikely hero,,,,Gideon and His Brave Three Hundred,,The Call of Gideon,
Judges 7:1-8:35,Gideon defeats the Midianites,,,,,Gideon delivers Israel from the Midianites,"""",,Gideon Is Sent To Deliver Israel,The Battle With The Midianites,,,,,,The sword of the Lord and of Gideon,The Three Hundred Men,,God wins through Gideon's army,Gideons three hundred,Gideon's little army,,Gideon's little army,Gideon chooses his army // A whisper in the night // Trumpets and lamps // Stale bread,,Gideon and the Midianites,God's victory,,,Gideon's Battle,,,,
Judges 11:30-40,Jepthath,,,,,"Jephthath delivers the Israelites from the children of Ammon, his vow","""",,Jephthah And His Daughter,,,,,Jepthath's foolish promise,Jephthah and his daughter,,,,,,,,,Jephthath's promise // 'Say Shibboleth!',,,,,,,Jephthah’s Rash Promise and What Came from It,,Jephthah's Daughter,
Judges 13,Samson's birth,The Feats of Samson,Samson grinding,,Samson,"The birth, actions, and death of Samson","Samson, the Mighty Man",,Samson,,,Samson,,,Samson,,The Dream,,God gives Samson super-strength,,,Samson,,A special baby,The strongest man who ever lived,Samson the strong,The birth of Samson,,,Samson,,,,
Judges 14,Samson's marriage,"""","""",Samson and the Gates of Gaza,"""","""",,,,,,,,,,Samson,Samson's Riddle,,,,,"""",Samson fights a lion,A wedding is arranged,,,A dangerous game,,,"""",,,Samson and the Lion,
Judges 15,Samson and the jawbone,"""","""",,"""","""",,,,,,,,,,"""",Samson's Strength,,Samson fights the Philistines,,Samson fights a lion,"""",,Answer my riddle,,,,,,"""",,,,
Judges 16,Samson and Delilah,"""","""",,"""","""",,,,,,,,,,Samson captured,The Secret,,,,,"""",,Samson and Delilah // Defeat of the champion,,,Samson and Delilah,,,"""",,,Samson and Delilah,Samson and Delilah
Judges 16:23-31,Samson's death,"""","""",,"""","""",The End of Samson's History,Nameless,,,,,,,,"""",Samson's Revenge,Samson and the Philistines,A failure that became a victory,,,"""",,Strong in death,,Samson's final victory,Freedom in death,,,"""",The Strong Man: How He Lived and How He Died,,Samson in the Temple,
Judges 18,Micah and his idols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Idol Temple at Dan and Its Priest,,,
Ruth 1-4,Ruth,The Story of Ruth,Ruth and Naomi // Ruth gleaning,Boaz and Ruth,Boaz and Ruth,"The story of Ruth, the grandmother of Jesse, the father of David","Ruth and Naomi // The End of Ruth's History, and the Story of Abigail",,The Story Of Ruth,Ruth And Naomi // Ruth And Boaz,The Story of Ruth,Ruth,,,,Ruth's choice,Naomi Tells Ruth what to do,Ruth,Ruth // God blesses Naomi and Ruth,Ruth leaves home,A wonderful lady named Ruth,Ruth's kindness,Ruth helps Naomi,Unhappy times // Ruth finds work // Happy endings,Gleaner girl,The story of Ruth,Ruth and Naomi // Ruth in Bethlehem // Ruth and Boaz,,,Ruth and Naomi,How Ruth Gleaned in the Field of Boaz,,Ruth and Naomi,Ruth and Naomi
1 Samuel 1,Samuel's birth,,Samuel and Eli,Little Samuel,,The birth of Samuel and his presentation to Eli,The Child Samuel,Samuel,Samuel,,The Boy Samuel,,,Samuel the Boy Prophet,,Samuel is given to God,,Samuel,God answers Hannah's prayer,,,,,A baby for Hannah,,The story of Samuel,A baby for Hannah,,,,,,Samuel is Called to Serve God,Samuel
1 Samuel 2:1-10,Hannah's prayer to the Lord,,,,,The song of Hannah,,,,,,,,,,"""",,,,,,,,"Small boy leaves home // I'm listening, LORD'",,,,,,Hannah's Prayer,,,,
1 Samuel 3,The Lord calls Samuel,Samuel called to be a Prophet,,,Samuel and Eli,The wickedness of Eli's sons // The call of Samuel,,,,,,Samuel: hearing the voice of God,,,,,,,God calls Samuel,,God talks to Samuel,,God talks to Samuel,,,,God calls Samuel,,,A Voice in the Night,The Little Boy with a Linen Coat,,,
1 Samuel 4-6,Philistines capture the ark,,,,,"The taking of the ark by the Philistines, and the death of Eli's sons, and Eli // Return of the ark: Samuel gathers the people together against the Philistines",God's Judgment on Israel and Eli,,The Philistines Take The Ark,,,Eli: Parents' neglect punished,,,,War with the Philistines,The Ark is Stolen // The Plague of the Philistines,,The Ark of the Lord is stolen // The Ark of the Lord in Philistia,,,,,Disaster // Strange happenings,,,The Ark is captured,,,,How the Idol Fell Down Before the Ark,,The Ark is Captured,
1 Samuel 7,Last of the judges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Last of the Judges,,,
1 Samuel 8,The Israelites ask for a king,,,,,The Israelites desire to have a king,How the Lord showed mercy to Israel,,The Israelites Desire A King,,,Saul: Israel chooses a king,,,,"Saul, the first king",The End of the Philistines,,God gives his people a king,Samuel the kingmaker,,,The people want a king,We want a king',,,Israel asks for a king,,,,,,,
1 Samuel 9,Saul anointed king,"Saul, the first King of Israel",,,,Samuel anoints Saul,"Saul, the first King in Israel",,Saul Anointed King,,,,Saul: The Rise and Fall of a King,,Samuel anoints Saul as king,"""",Saul and the Donkeys,,God send the new king to Samuel,,A new king,,,"Saul, the reluctant king // The lost donkeys // The astonishing secret // A good start",,,God chooses Saul // A promising start,,,Israel's First King,The Tall Man Who Was Chosen King,,Saul King of the Israelites,
1 Samuel 10,Saul becomes king,,,,,,,,,,,,,,,,,,Saul becomes king,,,Saul becomes a king,,,,Saul the warrior,,,,,,,,
1 Samuel 11,Nahash,,,,,Saul delivers Israel,,,,,,,,,,,,,Saul proves he is a good king,,,,,,,,,,,,How Saul Saved the Eyes of Men of Jabesh,,,
1 Samuel 12,Samuel addresses Israel,,,,,The words of Samuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Samuel 13,Saul offers sacrifices,,,,,Samuel reproves Saul,,,,,,,,,,,,,Saul disobeys God,,,,,,,,,,,,,,,
1 Samuel 14:1-14,Jonathon takes a garrison of Philistines,,,,,Jonathon takes a garrison of the Philistines,,,,,,,,,,,,,Jonathon's victory,,,,,,,,,,,,The Brave Young Prince,,,
1 Samuel 14:24,Saul's oath of fasting,,,,,The vow of Saul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Samuel 15,Saul rejected as king,,,,,"Saul is sent to destroy Amalek, he is rejected for disobedience","Saul's Sin, and the choosing of David",,Saul Rejected For Disobedience,,,,,,,"""",Samuel's Words to Saul,,Saul rejected as king,,,,,Saul disobeys,,,Saul disobeys God,,,,Saul’s Great Sin and His Great Loss,,Saul's Downfall,
1 Samuel 16:1-13,David chosen by God,,David anointed,,David as a shepherd,Samuel anoints David,"""",David,David Chosen King,,David the Shepherd Boy,The King and the Shepherd,,A Shepherd Boy Who Was Called to Lead a Nation,,"David, the shepherd boy",Samuel Finds David,,God chooses a new king,,,,,Choosing a new king,David the lionhearted,,David the shepherd boy,God's Blessings Grow,,A Good Heart,The Shepherd Boy of Bethlehem,"The teeny, weenie... true king",God Chooses David,
1 Samuel 16:14-23,David plays the harp for Saul,,,,,,"""",,,,David and the King,,,,,David becomes an outlaw,,,The sweet singer of Israel,,,,,,,,David and Saul,,,,,,,
1 Samuel 17,David and Goliath,David slaying Goliath,David at the brook,David and Goliath,,,David's Early Exploits,,David Conquers Goliath,,David and the Giant,David and Goliath,,,David and Goliath,"""",David and Goliath // David Fights Goliath,David and Goliath,David kills the giant,,David fights a giant,David and the giant,David fights a giant,The giant's challenge // David the giant killer,,David and Goliath,David and Goliath,,David and Goliath,David and Goliath,The Shepherd Boy's Fight with the Giant,The young hero and the horrible giant,David and Goliath,David and the giant
1 Samuel 18:9-30,David and Saul are enemies,,,,,The wars of Saul and David,"""",,,,,,,Saul's Mean Jealousy,,"""",Saul's Jealousy,,Saul tries to kill David,,,,,Jealous King Saul,,,,,,,,,Saul Turns Against David,David and Saul
1 Samuel 20,David and Jonathan,Friendship of David and Jonathan,,,,Jonathan loves David: Saul is jealous of him // Jonathan's covenant with David,"""",An obedient boy,David And Jonathan,,,David and Jonathon,David and Jonathan,,,Stories about the outlawed David,David and Jonathan Part,David and Jonathan Part,David and Jonathon,David and the kings son,David and Jonathon are friends,,David and Jonathon are friends,Jonathon's daring deed // Escape by night,,,Best friends // Escape!,,,Best Friends,The Little Boy Looking For the Arrows,,David the Outlaw,
1 Samuel 21:3-6,David eats the shewbread,,,,,David eats the shewbread,,,Saul Pursues David,,,,,,,,,,Saul again tries to kill David,,,,,,,,,,,,Where David Found the Giant's Sword,,,
1 Samuel 24,David spares Saul,,,David takes Saul's Spear,,David's generosity to Saul,"""",,David Spares Saul's Life The Second Time,,,,David and the Wellwater,,,More stories about David and Saul,,,David saves Saul's life,,,,,Danger signal  // Food and a sword  // The tell-tale  // Hide and seek,,David the outlaw,David spares Saul,,,,How David Spared Saul’s Life,,,
1 Samuel 25,David and Abigail,,,,,,"""",,,,,,David and Abigail,Making the Best of Trouble,,,,,David and Abigail,,,,,Nabal the fool,,,,,,,,,David and Abigail,
"1 Samuel 27:1 - 28:3, 29:1-11",David and Achish,,,,,,"""",,,,,,,,,,,,David again saves Saul's life,,,,,David joins the enemy,,,,,,,,,,
1 Samuel 28:7-25,Witch of Endor,,,,,"Saul, in his last war against the Philistines, consults the witch of Endor","""",,Saul Consults The Witch Of En-dor,,,,,,,,,,King Saul and the witch,,,,,Tomorrow you will die!',,,Saul and the Medium,,,,The Last Days of King Saul,,,
1 Samuel 30:1-30,David at Ziklag,,,,,,"""",,,,,,,,,,,,David at Ziklag,,,,,Everything lost! // To the rescue,,,,,,,,,,
1 Samuel 31:3-6,Saul's death,,,,,The death of Saul,The End of Saul's Career,,The Death Of Saul,,,,,,,"""",,,The death of Saul and Jonathon,,,,,Together in death,,,Death in battle,,,,,,The Death of Saul,
2 Samuel 2:1-11,David anointed king of Judah,,,,,The lament of David over Saul and Jonathan,David and his Sons,,David Anointed King,,,David king of Israel,King David,,,"David, the king whom God loved",,,David becomes king,,,,,Long live King David!,,David the king,David the king,,,King David,The Shepherd Boy Becomes a King,,Long Live the King,
2 Samuel 3,Abner and Joab,,,,,,"""",,,,,,,,,,Abner and Joab at the Gate,,,,,,,,,,,,,,,,,
2 Samuel 5:1-12,David anointed king of Israel,,,,,David Is anointed king over Israel,"""",,,,,,,,,"""",King David and his People,,,,,,,David's city - the city of God,,,,,,,,,"""",
2 Samuel 6,David returns the Ark to Jerusalem,,,,,,"""",,David Brings The Ark To Zion,,,,,,David brings the Ark to Jerusalem,"""",,,David bring the Ark to Jerusalem,,,,,,,,,,,,The Sound in the Treetops,,,
2 Samuel 7,Plans for the Temple,,,,,"David intends to build a house for God, but is restrained by Nathan the prophet","""",,,,,,,,,,A House for God,,David plans to build a house for God,,,,,Plans for God's house,,,,,,,,,,
2 Samuel 9,David cares for Mephibosheth,,,,,David's kindness to Mephibosheth,"""",Me-phib-o-sheth,David Sends For Mephibosheth,,,,,,,"""",,,The little lame prince,,David helps Mephibosheth,,David is kind to Mephibosheth,David keeps his promise,,,David's kindness,,,,The Cripple at the Kings Table,,,
2 Samuel 11-12,David and Bathsheba,Parable of the Ewe-Lamb,,,,The great sin of David; the parable of Nathan,"""",Only a baby,David Takes The Wife Of Uriah,,,,,,David and Bathsheba,How the good king sinned,,,The little ewe lamb,,,,,Beautiful Bathsheba // One sin leads to another // The little pet lamb // Family troubles,,David and Bathsheba,David and Bathsheba // David is found out,,,,The Prophet's Story of the Little Lamb,,David and Bathsheba,
2 Samuel 13-17,Absalom,The Rebellion of Absalom,,,,The rebellion of Absalom // The humiliation of David // The counsel of Ahithophel // The defeat and death of Absalom // David mourns for Absalom,"""",,The Revolt Of Absalom // The Death Of Absalom,,,,David and Absalom,Absalom the Ungrateful Son,The death of Absalom,The plan of a bad son//The failure of the plot,Absalom Kills his Brother // Joab and Absalom,,Trouble in the king's palace // A king's son dies,Absaloms rebellion,,,,"Come home, Absalom! // The plot thickens! // King David leaves Jerusalem // Schemes and spies  // Death in the woods  // David returns in triumph",,,David's family // Rebellion!,,,,David’s Handsome Son and How He Stole the Kingdom // Absalom in the Wood: David on the Throne,,Absalom's Rebellion,
2 Samuel 19:11-23,David returns to Judah,,,,,The return of David,,,David Brought Back To Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,
2 Samuel 21:1-11,David gives up Saul's sons to the Gibeonites,,,,,"David gives up seven of Saul's sons to the Gibeonites, who slay them in revenge for his cruelty; the affection of Rizpah, the daughter of Aiah",,,David's Choice ,,,,,,,,,,,,,,,,,,,,,,,,,
2 Samuel 23:1-7,David's last words,,,,,The last words of David,,,Death Of King David,,,,,,,,,,,,,,,,,,,,,,,,,
2 Samuel 23:8-39,Mighty men of Israel,,,,,The mighty men of Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Samuel 24,"Sinful census, punishment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Angel with the Drawn Sword on Mount Moriah,,,
1 Kings 1:28-40,Solomon anointed king,,,Solomon crowned King,,"David's thanksgiving, and charge of his son Solomon",The Beginning of Solomon's Reign,,Solomon Anointed King,,,,,,,The wisest man in the world,Solomon the King,,Solomon becomes king,,,,,The new king,,,A wise new ruler,,,,Solomon on David’s Throne,,,
1 Kings 3:1-15,Solomon asks for wisdom,The Wisdom of Solomon,,,,Solomon asks God to give him wisdom,,,,,,Solomon: wisdom,Solomon the Wise,A Young Man's Wise Choice,,"""",,The wisdom of Solomon,Solomon's wise choice,,A special gift for King Solomon,,King Solomon's special gift,Solomon's dream,,Solomon the wise,,,,The Wise King,The Wise Young King,,King Solomon's Wisdom,Wise King Solomon
1 Kings 3:15-28,Solomon and the baby,,,,,Solomon judges between the two women,,A baby's narrow escape,Solomon's Judgment,,,,,,The judgment of Solomon,,,,,,,,,Wise decisions // Solomon's glory,,,The true mother,,,,,,,
1 Kings 6,Building the Temple,,,,,Preparations for the building of the temple // The temple,The Building of Solomon's Temple,,The Building Of The Temple,,,Solomon builds the temple,Solomon the Temple Builder,,,The golden kingdom of Solomon,A Temple for God,The building of the Temple,Solomon builds the Lord's house,,Solomon builds God's House,,King Solomon builds God's House,Building God's temple,,Solomon's Temple,God's Temple,,,,The House of God on Mount Moriah,,Solomon's Temple,
1 Kings 8,Dedicating the Temple,,,,,Solomon's other buildings // The feast of the dedication,The rest of Solomon's History,,The Dedication Of The Temple,,,,,,,"""",,,,,,,,,,,,,,,,,Temple in Jerusalem,
1 Kings 9:1-9,God's second appearance to Solomon,,,,,God's promise to Solomon,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Kings 10:1-13,Queen of Sheba visits,,,The Queen of Sheba's Visit to Solomon,,The queen of Sheba visits Solomon,"""",,The Queen Of Sheba,,,,,,,"""",The Queen of Sheba,,Solomon's great kingdom,,,,,The visit of the Queen of Sheba,,,Solomon's fame,,,,,,The Queen of Sheba,
1 Kings 11,God is angry with Solomon,,,,,The riches of Solomon,"""",,Solomon's Riches—He Forsakes The Lord,,,,,,,,,,Solomon forgets his promise,,,,,Solomon's sins,,,A sad ending,,,,The Last Days of Solomon’s Reign,,,
1 Kings 12:1-24,Israel revolts under Rehoboam,The Division of the Kingdom,,,,"The reign of Rehoboam, and the division of the kingdom",,,Rehoboam— The Revolt Of The Ten Tribes,,,Solomon dies: Rehoboam becomes king,The Division of the Kingdom,,,The beginning of bad times,,,The kingdom is divided,,,,,,,,The worst advice,,,,The Breaking Up of a Great Kingdom,,,
1 Kings 12:25-14:19,Jeroboam's idolatry,,,,,Jeroboam is made king over the ten tribes // Jeroboam sets up calves in Beth-el and in Dan // Jeroboam is reproved by a prophet,,Abijah,Three Kings Of Judah,,,Jeroboam,Jereboam II of Israel,,,"""",,,Jeroboam makes Israel sin // Jeroboam's wife visits Ahijah,,,,,Astonishing news for Jeroboam // A difficult choice // The divided land // Jeroboam's failure,,,The divided kingdom,,,,The King Who Led Israel to Sin and the Prophet Who Was Slain by a Lion,,,
1 Kings 12 - 2Chron 33,Bad kings of Israel,The Three Years' Drought,,,,"The disobedience of the prophet // The reign of Asa, king of Judah // The wicked reign of Ahab, the son of Omri",,,The Wicked Kings Of Israel,,,,,,,The divided kingdom,,,War between Israel and Judah // Bad times for the kingdom of Israel,,,,,,,,Ahab and Jezebel,,,,,,,
1 Kings 17:1-6,Elijah fed by ravens,,,,Elijah fed by ravens,The word of the Lord comes to the prophet Elijah,Elijah the Prophet,,Elijah,,How God Took Care of Elijah,Ahab and Elijah,Elijah and Ahab,,,"Elijah, the stern prophet",Elijah and the Ravens,Elijah,Elijah fed by the ravens,,Ravens feed Elijah,Birds feed Elijah,Ravens give Elijah good food,Ahab and his wicked queen,,,Elijah the prophet,,,God Watches Over Elijah,,,Elijah in the Wilderness,
1 Kings 17:7-24,Elijah and the widow at Zarephath,,,Elijah restores the Widow's Son,Elijah raising the widow's son,The widow of Zarephath // The famine In Israel,,The widow's son,,,The Barrel of Meal and the Cruse of Oil // Elijah and the Little Boy,,,,,"""",The Widow's Son,,Elijah and the widow,,God sends food every day,Sharing a little oil and flour,God helps a poor woman and Elijah,The long drought // The food that never ran out,,,A widow and her son,,,Elijah Helps a Widow,The Prophet Whose Prayer Raised a Boy to Life,,,
1 Kings 18,Elijah and the prophets,Elijah and the Priests of Baal,Elijah and the prophets of Baal,,,Elijah and the prophets of Baal,,,Elijah And The Prophets Of Baal,,Fire from Heaven,Elijah's God and Ahab's God,The Prophet Elijah,The Prophet of Fire,,God protects his people,Elijah's Sign,,Elijah prays for fire,,Who is really God?,Elijah and the altar of flames,Is God really God?,A contest on the mountain // God sends fire // The clouds gather,,Elijah and the fire from Heaven,The great contest,,,Fire from Heaven,The Prayer That Was Answered in Fire,,Elijah and the Prophets of Baal,Elijah and the prophets
1 Kings 19:1-18,God comforts Elijah,,Elijah in the desert,,,Elijah flies into the wilderness // The word of the Lord comes to Elijah in Horeb,,,The Still Small Voice,,,,,,,"""",,,God comforts Elijah,,,,,"Danger! // The small, still voice",,,"Elijah on the run // The still, small voice",,,,The Voice That Spoke to Elijah in the Mount,,,
1 Kings 19:19-21,Elijah calls Elisha,,,,,Elijah casts his mantle upon Elisha,Elijah and Elisha,,,,,,The Prophet Elisha,,Elijah and Elisha,,,,,,,,,,,,Elisha is chosen,,,,,,,
1 Kings 20,Ahab defeats Ben-hadad,,,,,,,,Siege Of Samaria,,,,,,,Stories about Israel's wicked king,,,Ahab and his enemies,,,,,,,,,,,,The Wounded Prophet and His Story,,,
1 Kings 21,Naboth's vineyard,The Wickedness of Ahab and Jezebel,,,,Naboth's vineyard,,,Naboth's Vineyard,,,,Ahab and Naboths Vineyard,,,"""",Naboth's Vineyard,,King Ahab becomes a thief,,,,,Ahab's kitchen garden // The king gets his way,,Ahab and the vineyard,Naboth's vineyard,,,,What Ahab Paid For His Vineyard,,Naboth's Vineyard,
1 Kings 22,Jehoshophat,,,,,The wars of Ahab and Jehoshaphat against the Syrians; the death of Ahab,,,"Jehoshaphat, King Of Judah",,,,Jehoshaphat of Judah,,,,,,,,,,,Singing for victory,,,,,,,,,,
1 Kings 22:29-39,Ahab's death,,,,,"""",,,,,,,,,,The death of Ahab,,,God punishes King Ahab,,,,,The truthful prophet // The death of Ahab,,,The death of Ahab,,,,The Arrow That Killed a King,,,
2 Kings 1,Ahaziah,,,,,,,,"Ahaziah, King Of Israel",,,,,,,,,,Elijah and King Ahaziah,,,,,,,,,,,,,,,
2 Kings 2:1-11,Elijah taken to heaven,,,,,Elijah prophesies Ahaziah's death // Elijah Is taken up to heaven,,,Elijah Taken Up To Heaven,,,Elijah taken up to heaven,,The Mantle of Elijah,,The chariot of fire,,,Elijah and the fiery chariot,,,,,Elijah's last journey  // The fiery chariot,,The chariot of fire,The chariot of fire,,,Chariot of Fire,Elijah’s Chariot of Fire,,Elijah's Final Journey,
2 Kings 2:23-25,Elisha and the bears,The Young Persons who Mocked Elisha,Elisha and the children,,,,,Irreverence punished,,,,Elisha and the child,,,,,,Elisha,,,,,,,,,The man of God,,,,,,,
2 Kings 3,War with Moab,,,,,,,,War With The Moabites,,,,,,,,,,,,,,,,,,,,,,A Spring Sweetened by Salt and Water That Looked Like Blood,,,
2 Kings 4:1-7,Elisha and the widow's olive oil,,,,,Elisha multiplies the widow's oil,,,The Widow's Oil—The Shunammite,,,,,,,"Elisha, the gentle prophet",The Widow and the Oil,,Two boys saved from slavery,,,More and more jars of oil,,,,The miracles of Elisha,,,,,The Pot of Oil and the Pot of Poison,,Elisha and the Woman of Shunem,
2 Kings 4:8-37,Elisha and the Shunammite,,,,,"Elisha gives a son to the Shunnamite woman, and afterwards, when he is dead, restores him to life",,The Shunamite's son,"""",,,Elisha and the Shunemite,,,,"""",,,Elisha and the Shunammite woman,,A room for Elisha,,A room for God's helper,One problem solved // A room of his own // One dreadful day // Alive again,,"""",,,,Elisha's Room,The Little Boy at Shunem,,,Elisha and the Child
2 Kings 4:42-44,Elisha and the feeding of the hundred,,,,,,,,,,,,,,,,,,,,,,,,,"""",,,,,The Pot of Oil and the Pot of Poison,,,
2 Kings 5,Naaman healed of leprosy,Gehazi struck with Leprosy,,,,Elisha heals Naaman of his leprosy,,The little tug-boat,Naaman Healed—The Iron Swims,,,Elisha: the healing of Naaman,,Elisha's Way of Treating Enemies,,"""",,,Elisha and the leper,,,,,The girl prisoner // Cure for Naaman,,"""",Naaman and the little servant girl,,,Naaman Is Healed,How a Little Girl Helped to Cure a Leper,A little servant girl and the proud general,Elisha and Naaman,
2 Kings 6:1-6,An axhead floats,,,,,,,,"""",,,,,,,,,,,,,,,,,"""",,,,,The Pot of Oil and the Pot of Poison,,,
2 Kings 6:8-23,God blinds Arameans,,,,,,,,"Ben-hadad, King Of Syria, Makes War On Israel",,,,,"""",,Trouble with Syria,,,Elisha and the army of God,,,,,Eyes to see,,"""",The heavenly army,,,,The Chariots of Fire around Elisha,,,
2 Kings 7,Arameans flee,,,,,,,,"""",,,,,"""",,"""",,,Elisha and the starving city,,,,,Hunger in the city // Good news!,,"""",,,,,What the Lepers Found in the Camp,,,
2 Kings 8:7-15,Hazael kills Ben-hadad,,,,,,,,"""",,,,,,,"""",,,The servant who killed his master,,,,,Secret mission,,,The king who trusted God,,,,,,,
